Employee ID,Phone number,Job start date,Position title,Workplace amenities,Remote work hours per week,Uniform color
I925,4387099971,2034-02-13,Product Manager,"Floor lamp,Private office,Laptop,Furniture,Fan",26,black
P740,4382713700,2025-06-25,Software Engineer,"Private office,Fan",8,white
T594,5149050766,2027-02-17,Product Manager,"Floor lamp,Laptop,Furniture",30,blue
W054,4383961070,2026-10-14,SENIOR Data Scientist,"Laptop,Floor lamp",14,black
T996,4384631968,2025-09-05,Sales Manager,"Private office,Floor lamp,Fan,Laptop",-1,white
N477,4384072494,2024-12-07,SENIOR Software Engineer,"Floor lamp,Private office,Laptop",23,white
M495,4388233055,2025-04-26,Product Manager,Laptop,6,white
W770,5145843981,2027-07-23,Designer,"Fan,Laptop,Private office",-1,red
K978,5144853528,2032-02-07,Designer,Private office,19,black
A857,5142013366,In three years,Data Scientist,"Furniture,Floor lamp,Private office,Fan",5,black
X253,5142930455,2029-09-18,SENIOR Product Manager,"Floor lamp,Laptop",31,white
O828,5148777978,2034-06-04,Software Engineer,"Private office,Floor lamp",25,red
Y055,5148367086,2033-03-24,Sales Manager,"Private office,Laptop",-1,green
Q601,5148634214,In five years,Designer,"Furniture,Fan",6,red
B398,5140966248,2029-05-02,Designer,Private office,-1,black
C058,4382378064,2033-08-08,Software Engineer,"Furniture,Fan,Floor lamp",16,blue
M758,4381647093,2030-07-23,Software Engineer,"Furniture,Fan,Private office,Floor lamp",-1,black
U539,5144746534,2027-02-19,SENIOR Product Manager,"Floor lamp,Private office,Laptop,Fan",20,red
C619,5141204399,2032-04-10,Designer,"Fan,Laptop",6,red
L883,5149084434,2027-04-27,Designer,"Fan,Private office,Floor lamp",23,red
J428,5149356056,In four years,Data Scientist,Furniture,23,red
P316,4381473730,10/17/2033,Software Engineer,"Private office,Laptop,Floor lamp,Furniture",8,black
D375,5147936037,04/20/2032,Product Manager,"Private office,Fan,Laptop,Floor lamp",3,red
I782,4383539151,2025-11-09,SENIOR Data Scientist,"Private office,Floor lamp",20,blue
Y682,5145504218,2032-10-18,Designer,"Private office,Floor lamp,Furniture,Fan,Laptop",3,green
O304,5147339549,2027-11-05,Sales Manager,"Private office,Floor lamp,Furniture,Laptop,Fan",38,blue
